gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
6656.916456999999,1,0.9995008215392419,0.21221915059053947,0.17862641930820977,6656.916456999999-0,-232.58134769317718,135.66955649055268,419.9824725510518,-63.48581830454225,71.36649192654474,-46.141778940387454,-0.33819105877726985,0.12860612912801583,0.9322485029828784,,,,,,
6656.997147000002,2,0.9994126775437001,0.21145237847997783,0.18177513963323633,6656.997147000002-0,-233.10004926346704,134.2239727682232,419.9911953903829,-63.48581830454225,71.36649192654474,-46.141778940387454,-0.33922846191784967,0.1257149616833569,0.9322659486615408,,,,,,
6657.037491999989,2,0.9995133034142809,0.20906225699762349,0.18127172148731807,6657.037491999989-0,-235.12246987140531,134.5601030782203,419.20478798422863,-63.48581830454225,71.36649192654474,-46.141778940387454,-0.34327330313372617,0.1263872223033511,0.9306931338492321,,,,,,
6657.069768000001,2,0.9994153521948266,0.20426960616306253,0.18171318826578897,6657.069768000001-0,-239.13259455364988,134.55537974930402,417.7066601526193,-63.48581830454225,71.36649192654474,-46.141778940387454,-0.3512935524982155,0.12637777564551858,0.9276968781860134,,,,,,
6657.126250999994,3,0.9995569251723129,0.2125504010750961,0.18535420396941038,6657.126250999994-0,-232.04255549408964,132.5013632935022,420.60349832651707,-63.48581830454225,71.36649192654474,-46.141778940387454,-0.33711347437909484,0.12226974273391493,0.933490554533809,,,,,,
6657.158526999992,4,0.29322898987825696,0.3473105295784604,0.3301896152109868,6657.158526999992-0,-122.00039433006249,64.1652278283571,450.37024124436294,-63.48581830454225,71.36649192654474,-46.141778940387454,-0.11702915205104059,-0.014402528196375275,0.9930240403695006,,,,,,
6657.20694199999,4,0.0,0.11782279572434384,-0.2885583640940459,6657.20694199999-0,-63.48581830454225,71.36649192654474,-46.141778940387454,-63.48581830454225,71.36649192654474,-46.141778940387454,0.0,0.0,0.0,,,,,,
6657.215010999993,4,0.0,0.11782279572434384,-0.2885583640940459,6657.215010999993-0,-63.48581830454225,71.36649192654474,-46.141778940387454,-63.48581830454225,71.36649192654474,-46.141778940387454,0.0,0.0,0.0,,,,,,
6657.231148999999,5,0.0,0.11782279572434384,-0.2885583640940459,6657.231148999999-0,-63.48581830454225,71.36649192654474,-46.141778940387454,-63.48581830454225,71.36649192654474,-46.141778940387454,0.0,0.0,0.0,,,,,,
6657.239218000002,5,0.0,0.11782279572434384,-0.2885583640940459,6657.239218000002-0,-63.48581830454225,71.36649192654474,-46.141778940387454,-63.48581830454225,71.36649192654474,-46.141778940387454,0.0,0.0,0.0,,,,,,
6657.247286999991,5,0.10520971932003442,0.3704648073604206,0.11621433546464621,6657.247286999991-0,-107.94187341308755,158.55343418036597,444.1867805629469,-63.48581830454225,71.36649192654474,-46.141778940387454,-0.08891211021709072,0.17437388450764243,0.9806571190066689,,,,,,
