pupil_timestamp,world_index,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
6656.916456999999,1,0,0.9995008215392419,0.26891358838592094,0.7223850772475485,40.34496873270937,3d c++,51.63140897009682,53.30206516847068,27.733294211108937,40.34496873270937,3.5607719382516763,4.871783057014094,0.4994048734882184,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-5.406665068767165,-5.165256707468381,75.03767059601273,-0.6740461055552344,-0.0010930246056610011,-0.7386884680858592,2.435891528507047,1.5697033019715956,-2.3104694781910915,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6656.997147000002,2,0,0.9994126775437001,0.2684288349262306,0.7209126737036129,39.88382970027959,3d c++,51.538336305836275,53.584766648906324,27.384044050191786,39.88382970027959,3.308251942821414,4.816816548154562,0.5009242180907925,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-5.417827731504923,-5.131644405074183,75.04788332133782,-0.6749763274500475,0.0017080005938555469,-0.7378374076421021,2.408408274077281,1.572504328219202,-2.311730279281477,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.037491999989,2,0,0.9995133034142809,0.2668964983035852,0.7213847368114483,39.570365918462656,3d c++,51.24412767428836,53.49413053220193,27.03105062395047,39.570365918462656,3.372112147332871,4.7811516354306836,0.5023735981254607,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-5.45536923853137,-5.145052410895187,75.08235222454297,-0.678104786368918,0.0005906667754385068,-0.7349649990416717,2.3905758177153418,1.5713869936046811,-2.315977400812284,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.069768000001,2,0,0.9994153521948266,0.2639003380232859,0.7216295315198693,39.60852002686294,3d c++,50.66886490047089,53.44712994818508,26.782990996243583,39.60852002686294,3.381656968042634,4.790174951614035,0.5036819058677477,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-5.530192034830135,-5.155517477374328,75.15197639334285,-0.6843400193938152,-0.00028142209782328493,-0.7291629849750161,2.3950874758070175,1.5705149046933586,-2.324494557153463,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.126250999994,3,0,0.9995569251723129,0.2690687441104065,0.7190516217687006,38.67948988203457,3d c++,51.661198869198046,53.94208862040949,26.62962878842396,38.67948988203457,3.0026386242666945,4.670463052747874,0.5049565428172587,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-5.399641373332827,-5.0872602406258745,75.03149421074032,-0.6734607976023729,0.005406680964547848,-0.7392031668585596,2.335231526373937,1.57620303410132,-2.3096901753179195,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.158526999992,4,0,0.29322898987825696,0.36023276255916276,0.6418024763682759,42.42152694555834,3d c++,69.16469041135925,68.77392453729102,35.58711969122336,42.42152694555834,-13.459251047677697,5.030482004951249,0.5049565428172587,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-3.222295905388812,-3.2206926372353446,73.63498916425264,-0.49201534194037166,0.16095398124709206,-0.8555785873991997,2.5152410024756247,1.732453487377334,-2.0926812476487475,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.20694199999,4,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,0.5049565428172587,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0,0,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.215010999993,4,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,0.5049565428172587,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0,0,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.231148999999,5,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,0.5049565428172587,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0,0,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.239218000002,5,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,0.5049565428172587,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0,0,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.247286999991,5,0,0.10520971932003442,0.37458884369415313,0.7406442578326888,42.19046756758456,3d c++,71.9210579892774,49.796302496123744,36.36392994273993,42.19046756758456,9.674908607537333,4.974540152363782,0.5049565428172587,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-2.8796575841472283,-5.461028038899696,73.27301895964251,-0.4634621485035727,-0.02574063555827054,-0.88574277111671,2.487270076181891,1.5450528478490038,-2.0528680207568213,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.287631999992,5,0,0.809639235207855,0.4995003850659414,0.6067979510172412,39.848047402877654,3d c++,95.90407393266075,75.4947934046897,37.99128671650233,39.848047402877654,-41.11054824729942,4.660812088261379,0.5042378339428222,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.02721847055427995,-2.38264865749972,72.54452685444089,-0.22575888903749394,0.2307909795583941,-0.9464504465501792,2.3304060441306893,1.8036868572180131,-1.8049529685091534,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.3521839999885,6,0,0.9629507908489972,0.4897832646872367,0.6102763396793918,40.46675363180028,3d c++,94.03838681994945,74.82694278155677,38.423714631140115,40.46675363180028,-37.53795410722286,4.7349721340153765,0.5030561996417826,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.24739463919194993,-2.461995941346065,72.5801644718166,-0.2441069030906331,0.22417870590453198,-0.9434806451022032,2.3674860670076883,1.796896537611164,-1.8239745885093905,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.384460000001,6,0,0.9994108582471962,0.48704552854305,0.6106630587863928,40.177397181159165,3d c++,93.5127414802656,74.75269271301258,38.09145416831196,40.177397181159165,-36.77311213449859,4.701895657490917,0.5022513742565793,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.30907380874382584,-2.4714682121852043,72.59405253421268,-0.24924683388662275,0.22338935000127041,-0.9423233065691966,2.3509478287454586,1.7960866417172554,-1.8293771083149484,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.39252899999,6,0,0.9661508094456858,0.48682960489563526,0.610621973668289,40.38921743895545,3d c++,93.47128413996197,74.76058105568852,38.286064329389696,40.38921743895545,-36.73709675499774,4.726778986748865,0.5007306634818853,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.3141509093483106,-2.470421721864371,72.59564482355188,-0.24966992560366316,0.22347655752800652,-0.9421906157909304,2.3633894933744326,1.796176111092394,-1.8298315574100843,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.400597999993,6,0,0.9999477455525557,0.486613146615583,0.61072383994844,40.45754255265117,3d c++,93.42972415019194,74.74102272989953,38.34727840315834,40.45754255265117,-36.655087772179996,4.734811716185383,0.5002144137482456,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.31910982041378766,-2.472696771463128,72.59642060718392,-0.2500831681924529,0.2232869700614434,-0.9421259671549264,2.3674058580926913,1.7959816087523641,-1.830258348142753,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.449011999997,7,0,0.9999497271541494,0.4857022240769475,0.6118099999972424,40.68507453871971,3d c++,93.25482702277392,74.53248000052946,38.55923097387043,40.68507453871971,-36.100559915283924,4.761336751770776,0.49981989453230513,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.33991721260162233,-2.4970684178203957,72.5962130954571,-0.25181711754143915,0.22125599953167113,-0.9421432597988282,2.380668375885388,1.793898529174528,-1.831972302238583,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.497426000002,8,0,0.9814283196549765,0.4859084454770622,0.612127562770477,40.94677934900195,3d c++,93.29442153159594,74.47150794806842,38.81743141206281,40.94677934900195,-36.04540341189869,4.791768417275769,0.49874020888079906,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.335484441684768,-2.5039363165429,72.59341872003017,-0.2514477199650346,0.2206836746381291,-0.942376124417739,2.3958842086378844,1.793311698186359,-1.8315447616430405,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.545840999999,8,0,0.9998783233923003,0.48586274842977345,0.6127911252650877,41.2036812753155,3d c++,93.2856476985165,74.34410394910317,39.070929383652285,41.2036812753155,-35.821161256457785,4.8215888597463055,0.498288190317675,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.33674562424758037,-2.5186229902721933,72.59032596829542,-0.2515528185119356,0.21945978516068798,-0.9426338537289682,2.4107944298731527,1.7920570492570227,-1.8315807411136424,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.578116999997,9,0,0.9999064200991885,0.4739229143490659,0.6165968699168689,41.54864634115761,3d c++,90.99319955502065,73.61340097596118,39.149071808000315,41.54864634115761,-32.112256179675995,4.8650062934840665,0.4979284990064392,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.607514332686395,-2.606492900808435,72.64584453838698,-0.2741168775485035,0.21213729261600114,-0.9380073062213384,2.4325031467420333,1.7845578399902349,-1.855112474391071,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.610392999995,9,0,0.9953057472945721,0.4593160303717198,0.624921984706643,41.98092209485666,3d c++,88.1886778313702,72.01497893632455,39.259517281970545,41.98092209485666,-26.95102291707164,4.918702717929807,0.4974049973617167,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.9393059630009946,-2.7970346883879187,72.70637819018407,-0.30176618007472017,0.19625881031771086,-0.932962835238247,2.4593513589649034,1.7683373894673005,-1.883625036035006,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.6184619999985,9,0,0.9893938467730021,0.45908692381518934,0.6253981878448287,42.046753514802056,3d c++,88.14468937251635,71.9235479337929,39.321035659589995,42.046753514802056,-26.765839596340257,4.926341462556003,0.49661651293253506,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.9445646252814734,-2.8077541055105337,72.7058305358397,-0.3022044019314267,0.19536552555749293,-0.9330084731002787,2.4631707312780016,1.7674264705764056,-1.8840358608902437,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.626531000002,9,0,0.9997803401404481,0.45922425812164724,0.6251349964540385,42.04432813091647,3d c++,88.17105755935627,71.97408068082461,39.31906790609717,42.04432813091647,-26.869909102533143,4.926093993385037,0.4963415695161788,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.9414528314703974,-2.8018016704848243,72.70607103204837,-0.3019450857805037,0.1958615618096354,-0.9329884317495553,2.4630469966925186,1.7679322785075178,-1.8837905880068617,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.63459999999,9,0,0.9998211610148792,0.4585951549575648,0.625211424453237,42.20637451958266,3d c++,88.05026975185244,71.95940650497852,39.451825149793414,42.20637451958266,-26.750450186895335,4.945345086666692,0.49721865901078965,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.9559370747512785,-2.8035835189551515,72.71039488321738,-0.30315210605391046,0.19571307443710814,-0.9326281108188051,2.472672543333346,1.767780860651451,-1.885074746675778,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.715289999993,10,0,0.944106669741406,0.4581729129119428,0.6257205283315919,42.68409737139686,3d c++,87.96919927909302,71.86165856033438,39.89182957244102,42.68409737139686,-26.527533397163182,5.001331351811781,0.4954494137625387,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.9660586565154969,-2.8147988338065133,72.71134160783802,-0.3039955712009287,0.1947784648661613,-0.932549217100418,2.5006656759058905,1.766827910900842,-1.8859174268077499,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.723358999996,10,0,0.9881233798963109,0.45827975284888206,0.6255170250329185,42.689860795247824,3d c++,87.98971254698536,71.90073119367963,39.89749309707806,42.689860795247824,-26.607751909829787,5.002034754613938,0.49456415742231696,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.9636458101051488,-2.810189003917872,72.71151911084914,-0.303794500666733,0.19516261735688142,-0.932534425182825,2.501017377306969,1.7672195798749315,-1.8857271834906661,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
6657.731427999999,10,0,0.9999495358104933,0.45818362238689453,0.625464086276257,42.67853985620672,3d c++,87.97125549828375,71.91089543495865,39.883077548374224,42.67853985620672,-26.609907831106227,5.000773710460752,0.49439024029770406,1163,2.6818881978956473,-5.152140412200449,83.90193221304304,12.0,-0.9658221446020994,-2.8090355501503437,72.71246981028784,-0.30397586187481224,0.19525873850417547,-0.9324552002295998,2.500386855230376,1.7673175865399142,-1.8859280309017235,115.81802610306052,57.927848723992774,177.34990848860116,177.34990848860116,90.0
