framenumber,x,y,text
13,1,75,"5 ~—emrjave ee ""
"
13,6,99,"a ae @Column(name = ""created_by"", nullable = false, length = 50, updatable = false)
"
13,134,119,"CM cc
"
13,3,123,"A ern @JsonIgnore th
"
13,4,157,"z aL) ® private String createdBy; ut
"
13,0,168,"io ete
"
13,2,196,"é eee kd
"
13,2,214,"be ® AsyncConfiguration @CreatedDate
"
13,178,229,"Recency = it ‘i 7
"
13,169,243,"Pee eeeeer ere (CLOONAU TAL Calle MCLE NORE LM MMM): LL
"
13,168,276,"Pree @JsonIgnore
"
13,182,297,"a a private Instant createdDate = Instant.now();
"
13,170,318,"eee ecu cuey
"
13,168,337,"Peon er
"
13,169,358,"Seren mete Mereeee cy]
"
13,181,377,"Ee eee cy =
"
13,170,388,"eyterme teen @Column(name = ""“Last_modified_by"", length = 50)
"
13,170,418,"SMe en eto Rena
"
13,169,431,"Tr ne et ety , i. ses
"
13,169,448,"Serr een ete i | PA MCL eee)
"
13,170,478,"Senet JPA
"
13,164,490,"See ee , F
"
13,3791,507,"Es
"
13,169,508,"eerste ch CL
"
13,169,532,"Sec (Clete AUT iT Nm LO CCL feet
"
13,171,558,"irene cea
"
13,133,562,"es @JsonIgnore é
"
13,172,588,"Cites ie aniey ®@ private Instant lastModifiedDate = Instant.now(); ;
"
13,4,611,"g © Card 7 ay 8
"
13,3,633,"g
"
13,4,629,"A ores i 7 |
"
13,2,644,"A Preece eec) 48 PPA mL AAP Te} testStr i
"
13,2,676,"“ Cut arg a
"
13,4,692,"A ey ; . ic
"
13,3,709,"s een public String getCreatedBy() { return createdBy; } a
"
13,0,729,"cd cacy _
"
13,1,753,"7 eo E DECRG SC Reel ED eer Ct 7
"
13,4,768,"2 Pena) public void setCreatedBy(String createdBy) { this.createdBy = createdBy; } ak
"
13,3,796,"2 Coad
"
13,3,814,"3 PT) .
"
13,2,818,"Zs <i public Instant getCreatedDate() { return createdDate; }
"
13,2,840,"a eas
"
13,1,859,"A ene C
"
13,62,867,"ees os — — _ en ee ss s
"
13,27,892,"[eae Re ec Tee
"
13,2,912,"a ree ee See 48:26 LF UTF-8 4spaces# P master “
"
7,4,6,"eco Dee eee ea ue Ui ae Te CCU)
"
7,9,32,"ee ee ee ee eee eee PS ee Git: ¥ YAO Cw)
"
7,3,61,"hae © EF = | & —| ) Avstractausitingentityiave JPA
"
7,1,66,"5 ~—emrjave SE eneR ms .
"
7,6,99,"a ae (CLOCON MUTA atl Me ed ent YALU LT MLO) OLE] LD
"
7,134,119,"Ce cc
"
7,3,127,"2 ere (CNTF esa lolay us
"
7,4,157,"z aL) ® private String createdBy; ut
"
7,0,168,"io ete
"
7,4,196,"a CS tsa
"
7,2,214,"be ® AsyncConfiguration @CreatedDate
"
7,183,229,"erect Ly = it ‘i 7
"
7,169,242,"© ciidbstabasecanngraty @Column(name = ""created_date"", updatable = false)
"
7,168,276,"Pree MRC)
"
7,200,293,"ee dal ® PSN ES Oe tee Sat 1
"
7,170,318,"eee ecu cuey)
"
7,168,337,"Cope er |
"
7,169,358,"ere mete MeEreeee yy
"
7,170,377,"Ee eee cy =
"
7,170,391,"Pe teeny @Column(name = ""last_modified_by"", length = 50) |
"
7,170,418,"Ri en eto Rena
"
7,169,438,"Tr ne et ety 7 ‘ ses
"
7,169,448,"Serr een ete i | PALS MCL eRe)
"
7,170,477,"Senet nie
"
7,164,490,"See ee ' au
"
7,169,508,"eerste ch CL
"
7,178,532,"ere ceil CCLOCON MUTT G nt Mae eT SCOT KT Eo oD al
"
7,171,558,"irene = Pea
"
7,133,557,"pecs A} @JsonIgnor¢ ji
"
7,172,592,"Cesc ne sniey 7 private Instant LastModifiedDate = Instant.now(); j-
"
7,0,610,"iS comer] 7 MG
"
7,2,629,"By ones ; . a
"
7,2,651,"B Pree public String getCreatedBy() { return createdBy; } =
"
7,2,676,"“ ROCA aL 1 _—
"
7,4,699,"5 ey ; : , A 1
"
7,3,707,"s een public void setCreatedBy(String createdBy) { this.createdBy = createdBy; } ml
"
7,0,729,"cd acd pba
"
7,1,746,"md ener 7
"
7,4,768,". Pye E public Instant getCreatedDate() { return createdDate; } 45
"
7,3,792,"z Seer _
"
7,3,814,"3 PT) . : Lo
"
7,2,822,"a ‘ an public void setCreatedDate(Instant createdDate) { this.createdDate = createdDate; }
"
7,1,853,"2 5 mace ; i
"
7,62,878,"ees —a ae ae
"
7,27,892,"Pee Re a Cee
"
7,2,912,"ee rey ea eel See ee 4516 LF UTF-8 4spaces# P master ‘
"
5,4,6,"eco Dee ae ee Sue ei ae Te CCU)
"
5,9,32,"Dea er ECE Cer ae a ee eee a me meee ne ey Pa asa - 2 | Git: YAO fou +)
"
5,3,61,"hare © EF = | & —| ) Avstractausitingentityiave JPA
"
5,4,75,"= a nn __—_—_—
"
5,2,90,"3 a a
"
5,1,99,"a See
"
5,134,114,"Perera CMA alma l lh Xs
"
5,3,139,"F >e a NCE MeL mC Reset mn ST he ee) i""
"
5,4,159,"3 Sere
"
5,2,164,"d et @JsonIgnore us
"
5,2,196,"é CeCe @ private String lastModifiedBy;
"
5,2,214,"u renee tac
"
5,169,238,"Ree een eto
"
5,169,257,"© CloudDatabaseConfiguration (Clea aol emer h ay
"
5,168,267,"Pree a = 7
"
5,156,282,"PSsiceeer ry A @Column(name = ""Last_modified_date"")
"
5,201,312,"enue au er ui icy @JsonIgnore
"
5,168,337,"belgie =) eR CO ae res reece OH
"
5,169,358,"eee mete
"
5,169,377,"eee iene
"
5,170,398,"dep eipeeul ee public String getCreatedBy() { return createdBy; }
"
5,169,418,"Tiree Mey
"
5,169,438,"err ne etn Mey
"
5,223,457,"eae public void setCreatedBy(String createdBy) { this.createdBy = createdBy; }
"
5,195,478,"teen Meo rn
"
5,164,490,"See ae ep
"
5,169,513,"© SecurityConfiguration public Instant getCreatedDate() { return createdDate; } fee
"
5,169,535,"POC ree) ee
"
5,169,558,"ier tics Era
"
5,133,576,"eu public void setCreatedDate(Instant createdDate) { this.createdDate = createdDate; } a
"
5,172,596,"CeCe grant =
"
5,2,611,"es © Card als
"
5,2,629,"es Coir public String getLastModifiedBy() { return lLastModifiedBy; } —_
"
5,2,654,"Z ae eee Te) 7
"
5,2,676,"“ ROCA aL 7 7 . . . . . =
"
5,3,688,"A pee Teen ny public void setLastModifiedBy(String lastModifiedBy) { this.lastModifiedBy = LastModifiedBy; } Ll
"
5,4,713,"A ec] a
"
5,2,733,"é cacy “ = _
"
5,1,742,"ra <n public Instant getLastModifiedDate() { return lastModifiedDate; } wa
"
5,4,778,"5 Seneca Zz
"
5,4,797,"2 Ceay A ses 7 oe ses
"
5,3,792,"B i ae SRSDOEDE SCR St Rea Retr EO Ute eae restr ne mee Mera esteem reat Tere
"
5,2,838,"a eas +
"
5,1,859,"A ene
"
5,62,878,"ees
"
5,27,892,"xc RO Na i Ce Cree
"
5,2,912,"ee reece ea See ee ey 2653 LF UTF-8 4spaces# P master “
"
39,4,6,"Lad a eee ea aC)
"
39,9,27,"Cea eee MCL ee) ae TD ernie Pe ak ae - 2 ct CY AOD AGE
"
39,3,61,"aca Lo Sc i i ES
"
39,1,79,": ae a ""
"
39,1,84,": © Ba com.banking.app =
"
39,134,119,"ee ) public void setId(Long id) { this.id = id; }
"
39,3,139,"1 aera
"
39,4,154,": © UserFeignClientinterceptor
"
39,2,178,"a Sana) public String getTransactionId() { return transactionId; }
"
39,2,194,"rt
"
39,2,214,"be Partenetcctgcd
"
39,176,231,"Pee Ca nec) public Debit transactionId(String transactionId) {
"
39,187,259,"Tae ‘ A
"
39,170,258,"eae this.transactionId = transactionId;
"
39,170,278,"omen tery
"
39,170,291,"© CacheConfiguration 4 return this;
"
39,170,318,"el ee eee cy 7
"
39,168,333,"© Constants 7
"
39,171,358,"Se een Met
"
39,162,374,"said ql public void setTransactionId(String transactionId) { this.transactionId = transactionId; }
"
39,168,397,"SP ome er a
"
39,170,419,"See coy
"
39,171,439,"dee eA SKU ee Aa N LUO me ache CAE Un eae
"
39,171,458,"Tm researc)
"
39,170,478,"Ren ety
"
39,153,492,"CMe rele een ey public Debit moneyAmount(Double moneyAmount) {
"
39,171,518,"Terrence) F Z .
"
39,158,524,"Peer en, BeNOR OU
"
39,157,552,"Pec aac cae a aad =
"
39,170,579,"Seen Mey 7
"
39,171,599,"erent
"
39,4,616,"€ © WebContigurer
"
39,3,633,"8 a . . .
"
39,3,639,"2 Bsus public void setMoneyAmount(Double moneyAmount) { this.moneyAmount = moneyAmount; }
"
39,2,658,"a eee ny
"
39,2,676,"- © Card
"
39,2,697,"3g del public Boolean isStatus() { return status; }
"
39,4,719,"5 cone cee retry
"
39,2,739,"é Seer ena
"
39,1,755,"* ne E PIU eke) eRe Le nL OTC 1Kt aed D eg
"
39,4,779,"a cs] F
"
39,0,785,"FI eae Aa. Se- ede) ee eh
"
39,2,817,"5 > Eaweb.rest na
"
39,2,838,"< Sena }
"
39,1,856,"a Cech)
"
39,98,879,"pac
"
39,27,892,"Peace Re ec Cree
"
39,2,912,"ee eee ean See ee ee Pt a ey me eee
"
11,4,6,"eco DC ee ee ea ue UL ae re CCU)
"
11,9,32,"Dae CU a) ae eee Per ir ee ce ct ZY AOH AG
"
11,3,61,"eotapcoe eon Pon JPA
"
11,1,75,"5 ~—emrjave ee .
"
11,6,99,"a ae @Column(name = ""created_by"", nullable = false, length = 50, updatable = false)
"
11,134,119,"CM cc
"
11,3,123,"A ern @JsonIgnore th
"
11,4,157,"z aL) ® private String createdBy; ut
"
11,0,168,"io ete
"
11,2,196,"é eee kd
"
11,2,214,"be ® AsyncConfiguration @CreatedDate
"
11,178,238,"Recency ="" a =
"
11,169,243,"Pee eeeeer ere (CLOONAU TAL Calle MCLE NORE LM MMM): LL
"
11,168,276,"Pree @JsonIgnore
"
11,182,297,"a a private Instant createdDate = Instant.now();
"
11,170,318,"eee ecu cuey
"
11,168,337,"Peon er
"
11,169,349,"¢ ea Mereeee cy]
"
11,187,380,"Reece mec _
"
11,170,388,"eyterme teen @Column(name = ""“Last_modified_by"", length = 50)
"
11,170,418,"SMe en eto Rena
"
11,169,431,"Tr ne et ety , i. ses
"
11,169,448,"Serr een ete i | PA MCL eee)
"
11,170,478,"Senet JPA
"
11,164,490,"See ee , es
"
11,169,508,"eerste ch CL
"
11,169,532,"Sec (Clete AUT iT Nm LO CCL eet
"
11,171,558,"irene cea
"
11,745,566,"@JsonIgnore
"
11,133,579,"er re
"
11,172,588,"eee ee nen tC private Instant LastModifiedDate = Instant.now(); ; jaa
"
11,4,612,"g © Card 5 aaa
"
11,3,633,"g
"
11,0,630,"EB reas : |i
"
11,2,645,"5 PO rer ere 48 private | LL
"
11,2,676,"“ Cut arg Lo
"
11,4,699,"5 ey A F aa
"
11,3,709,"4 Sa PISS Kom aime na rena) On ako C1)
"
11,2,735,"i er Res ba
"
11,1,753,"* ern a ; ; a
"
11,4,768,"° Pye public void setCreatedBy(String createdBy) { this.createdBy = createdBy; } oa
"
11,0,786,"FI Tens LI
"
11,3,814,"3 PT) . Lt
"
11,2,818,"Zs <i public Instant getCreatedDate() { return createdDate; }
"
11,2,840,"< eas LI
"
11,1,859,"A ene F :
"
11,62,867,"ees os — — _ en ee ss 5
"
11,27,892,"[eae Re ec Cees
"
11,2,912,"a ree ee See Pee er eee me eee
"
10,4,6,"eco DC ee ee ea ue UL ae re CCU)
"
10,9,32,"Dae CU a) ae eee yO aa a ee a | ct ZY AOH AG
"
10,3,61,"oe Cea a oe -
"
10,1,75,"3 ay ee rr oe
"
10,6,99,"a ae @Column(name = ""created_by"", nullable = false, length = 50, updatable = false)
"
10,134,119,"CM cc
"
10,3,131,"g ered CUTTS Lif
"
10,4,154,": aL) ® private String createdBy; ut
"
10,0,168,"io ete
"
10,4,196,"a CS tsa
"
10,2,214,"u © AsyneContiguration (cerned
"
10,178,229,"Recency = it ‘i 7
"
10,169,242,"© cicuidbstabasecanngiratiay @Column(name = ""created_date"", updatable = false)
"
10,168,276,"Pree @JsonIgnore
"
10,200,297,"ee da ® PSN ETS Oe te ee set 1
"
10,170,318,"eee ecu cuey
"
10,168,337,"Peon er
"
10,169,358,"Seren mete Mereeee cy]
"
10,170,377,"Ee eee cy =
"
10,170,388,"eyterme teen @Column(name = ""“Last_modified_by"", length = 50)
"
10,170,418,"SMe en eto Rena
"
10,169,438,"Me ecu all oe) private String lastModifiedBy;
"
10,170,478,"Senet JPA
"
10,164,490,"See ee ,
"
10,169,506,"eerste ch CL b
"
10,169,532,"Sec (Clete AUT iT Nm LO CCL feet
"
10,171,558,"irene cea
"
10,133,562,"es @JsonIgnore ee
"
10,172,588,"Cites ie aniey ®@ private Instant lastModifiedDate = Instant.now(); ; jaa
"
10,4,611,"g © Card 7 ay 8
"
10,3,629,"fi Cres |
"
10,2,648,"2 Pere el ear) ar} | =
"
10,2,672,"“ SR ocnet ara a
"
10,3,692,"A ey . e eee
"
10,4,709,"= een public String getCreatedBy() { return createdBy; } a
"
10,0,729,"cd cacy _
"
10,1,747,"od ener 7 , A A ms
"
10,4,768,". Pye L public void setCreatedBy(String createdBy) { this.createdBy = createdBy; } ol
"
10,3,788,"‘| Seer
"
10,2,819,"2g ari public Instant getCreatedDate() { return createdDate; }
"
10,2,839,"a eas
"
10,1,853,"A ene °
"
10,62,867,"ees os — — _ en ee si s
"
10,27,892,"[eae Re ec Tee
"
10,2,912,"a ree ee See Pott at reer ae eee
"
38,4,6,"Lad a eee ea aC)
"
38,9,27,"Cea eee MCL ee) ae TD ernie Pe ak ae - 2 ct CY AOD AGE
"
38,3,55,"cia @ ES SF B —  E Abstractauditingentity.java [Re retry Coat
"
38,1,79,": ae a ""
"
38,1,84,": © Ba com.banking.app =
"
38,134,119,"ened public void setId(Long id) { this.id = id; }
"
38,3,139,"1 aera
"
38,4,154,": Seen ween cenes sg
"
38,2,178,"A public String getTransactionId() { return transactionId; }
"
38,2,196,"a err
"
38,5,214,"0 Cac aeca)
"
38,171,231,"reser etic ny public Debit transactionId(String transactionId) {
"
38,170,258,"Reese my ‘ z _ A .
"
38,160,263,"PSE nara rT RSE ee sis lea RP seas
"
38,168,292,"© Constants 4 return this;
"
38,171,318,"Se eer Met 7
"
38,170,339,"eee ecu tc iy 7
"
38,168,357,"coe sti)
"
38,170,374,"@ Felgncontiguration ql public void setTransactionId(String transactionId) { this.transactionId = transactionId; }
"
38,171,398,"Reena a
"
38,170,419,"ater een coy
"
38,170,434,"© LocaleConfiguration public Double getMoneyAmount() { return moneyAmount; }
"
38,170,458,"ne ele aes MeL
"
38,171,478,"Sierra ete)
"
38,170,498,"Seen tc public Debit moneyAmount (Double moneyAmount) {
"
38,159,510,"cee ae F Z .
"
38,170,528,"eee te BeNOR OU
"
38,171,556,"SR ei) thea =
"
38,170,579,"Sarees 7
"
38,132,599,"ery
"
38,4,616,"g Cee eu anisy
"
38,3,633,"8 4 P .
"
38,3,638,"2 ats public void setMoneyAmount(Double moneyAmount) { this.moneyAmount = moneyAmount; }
"
38,2,659,"z eas
"
38,2,676,"_ Sete ae
"
38,3,696,"Hl ld dias public Boolean isStatus() { return status; }
"
38,4,719,"5 Pag
"
38,2,739,"é ect]
"
38,1,755,"* ew i public Debit status(Boolean status) {
"
38,4,779,"4 ns F
"
38,3,789,"£ Sy aeene ca re eed
"
38,2,816,"2 echt ica a eae
"
38,2,839,"£ eet
"
38,1,846,"7 oO a
"
38,80,880,"ao
"
38,27,892,"Pec RL ec Cree
"
38,2,912,"ee eee ean See ee ee ett ce eee ae ee
"
4,4,6,"eco DC ee eae ee Sue ei ae Tee CCU)
"
4,9,32,"Dea er CE Cer) ae a ee ee ec a mee meee ae Pa ak ae - 2 |S Git: CY AO fou +)
"
4,3,61,"hae © EF = | & —| ) Avstractausitingentityiave JPA
"
4,1,75,"= ar) a> Gicantor
"
4,2,82,"4 a 30 @JsonIgnore rey [oy
"
4,1,99,"a Tee) ; ;
"
4,134,112,"PM] 1@ private String createdBy; At
"
4,3,139,"a pene fr
"
4,0,150,"Es Serie
"
4,0,163,"EH oer 3 @CreatedDate A
"
4,2,192,"Et omen at ac (CLONRUTL Cate Mee NM At RCL NM MMP) OTC) LL
"
4,2,214,"u renee Moy
"
4,175,231,"rene ey @JsonIgnore
"
4,169,256,"ee cn @ PISA Tsao eet Le ee eT e TO
"
4,168,267,"Pte nens :
"
4,169,297,"Pope ence
"
4,169,317,"Perec teenie cues (cl ES ai leleb Rawk -e]s)9
"
4,161,329,"Cope cm e a mr a 7
"
4,169,345,"Parner @Column(name = “last_modified_by"", length = 50)
"
4,169,376,"Core eae ctriy @JsonIgnore
"
4,169,398,"peace rag ® NESS Umea ett
"
4,169,418,"ren ey
"
4,169,438,"Teer ne Re escent e tc
"
4,169,457,"Comme seo Me eee neate eye)
"
4,169,469,"© MetriesConfiguration a JPA
"
4,168,490,"Per (Clot CYA aL EL ey
"
4,169,518,"Reese ce 5 Reet ha
"
4,169,530,"Sree oreiil . rr p=
"
4,169,544,"Parereceey es 7 private Instant lastModifiedDate = Instant.now(); per
"
4,133,579,"er 7 i
"
4,172,590,"BRE ac tans 7 Fi a
"
4,4,602,"A © Card — PTUs KomSS ease MeLcn Prenat) AO Mn LULL Co) a
"
4,2,629,"By nen —_
"
4,2,654,"2 Perec cca act) : A 7 . : - ,
"
4,0,661,"am yan tens public void setCreatedBy(String createdBy) { this.createdBy = createdBy; }
"
4,3,692,"A oy [rab
"
4,4,713,"s . Ra
"
4,4,717,"B . peed public Instant getCreatedDate() { return createdDate; } i
"
4,0,729,"cd service a
"
4,1,749,"of ener Ms
"
4,4,778,"2 SA en ul public void setCreatedDate(Instant createdDate) { this.createdDate = createdDate; } -—
"
4,3,796,"2 Coad
"
4,2,814,"Z or)
"
4,2,838,"= ee A public String getLastModifiedBy() { return lLastModifiedBy; }
"
4,1,859,"A ene
"
4,62,878,"ees
"
4,27,892,"[eee Re a Cee
"
4,2,912,"a eee ee See ee ee 2653 LF UTF-8 4spaces# P master “
"
14,4,6,"eco Dee eee ee Sue ai ae Te CCU)
"
14,9,32,"Dae EU a) ee ee B~ | | Mtestitsy | > eG G~ ct ZY AOH AG
"
14,3,61,"eotapcoe eon Pon JPA
"
14,1,75,"5 ~—emrjave ee ""
"
14,6,99,"a ae (CLOCONMUT TNL atl eed ent NLU cL De LO) OL Ee] LD
"
14,134,119,"Ce cc
"
14,3,124,"A ern COE th
"
14,4,157,"z aL) ® private String createdBy; ut
"
14,0,168,"io ete
"
14,2,196,"é eee kd
"
14,2,214,"be ® AsyncConfiguration @CreatedDate
"
14,178,229,"Recency = it ‘i 7
"
14,151,243,"Pee eeeeeeer rere (CLOONAUAL Cnt Me MCENROE he] ee LD
"
14,168,276,"Pree @JsonIgnore
"
14,182,297,"a a private Instant createdDate = Instant.now();
"
14,170,318,"eee uence)
"
14,168,337,"Peon en
"
14,169,358,"Seren mete Mersey)
"
14,181,377,"Ee eee cy =
"
14,170,388,"eytermern tee @Column(name = ""“Last_modified_by"", length = 50)
"
14,170,418,"Rie eto Rena
"
14,169,431,"Tr ne et ety , i. ses
"
14,169,448,"Serr een ete i | PRS CLR)
"
14,170,478,"Senet a
"
14,164,490,"See ee , F
"
14,3791,507,"Es
"
14,169,508,"eerste ch OL
"
14,169,532,"Se cec (Clete AUT GT eA LO CCL feet
"
14,170,549,"Sire eieticg cea
"
14,133,562,"es @JsonIgnore é
"
14,172,588,"Cites ie aniey ®@ private Instant lastModifiedDate = Instant.now(); ;
"
14,4,611,"g © Card 7 ay 8
"
14,3,633,"g
"
14,4,629,"Bi ores i 7 |
"
14,2,648,"a Preece eec) 48 PPA aL AAP CL MRL LMA eS | i
"
14,2,676,"“ COCA arg a
"
14,4,692,"A ey ; . ic
"
14,3,709,"s een public String getCreatedBy() { return createdBy; } a
"
14,2,733,"é ead _
"
14,1,753,"7 eo E DECRG SC Reel ED eer Set 7
"
14,4,768,"2 Pena) public void setCreatedBy(String createdBy) { this.createdBy = createdBy; } pa
"
14,3,796,"2 Coad
"
14,3,814,"3 PT) .
"
14,2,818,"Zs <i public Instant getCreatedDate() { return createdDate; }
"
14,2,840,"£ eas
"
14,1,859,"A ene C
"
14,62,867,"ees os — — _ en ee si 5
"
14,27,892,"[eae Re ec Tee
"
14,2,912,"a ree ee See 48:33 LF UTF-8 4spaces# P master “
"
28,4,6,"Lad TR eee ee CULE
"
28,9,32,"Bence EC REET at mae mn anemone) yO a a a ee a | (cc ae aera Cn ea + )
"
28,3,61,"Roloc Conca ee eee er eer IPA
"
28,2,76,"a parC! BU ean ae E ce PAU A eT -10 rey a
"
28,1,99,"€ See
"
28,134,119,"Ce cc
"
28,3,136,"r eens Jee rf
"
28,4,159,"z aa aoe Pay ye] i
"
28,0,168,"io eee
"
28,2,192,"@ rere ad a
"
28,2,214,"u renee carets
"
28,170,238,"eer
"
28,169,249,"Ske teo eee nen @Table(name = “card"")
"
28,169,277,"deine 1 @Cache(usage = CacheConcurrencyStrategy .NONSTRICT_READ_WRITE)
"
28,170,297,"reeset) 2 ; a
"
28,185,310,"renee ecnye Men iny 10) Rommel RSS O-1¢ LOL L211
"
28,168,337,"Pee er
"
28,169,358,"dae ee J PISA LSM hehe komm ey Teele elas oT)
"
28,170,398,"© LiquibaseConfiguration
"
28,170,418,"Rie en ret rt]
"
28,169,427,"Teer ne Re eerie ic @
"
28,160,451,"Pomme ent Mesiy @GeneratedValue(strategy = GenerationType. IDENTITY) aa
"
28,170,478,"See niet @ ee ee a
"
28,164,490,"See ae cy
"
28,169,518,"eerste tc =
"
28,169,532,"a ken @Column(name = ""card number"") ieee
"
28,170,549,"© WebConfigurer ; on oooergl Ea
"
28,133,565,"aay cy private String cardNumber; a
"
28,172,594,"CEC ca an i a
"
28,4,609,"A © Card . [we
"
28,3,629,"a ren (Clerey MUTA Catan _
"
28,2,651,"Z Pee ee TL @ PISA haces (eS _
"
28,2,676,"“ COCA arg ] =
"
28,3,699,"A ey _
"
28,4,713,"a aero @CoLumn(name = “balance"") aa
"
28,1,738,"x : een co) DISA T CMU RM ELE tele i
"
28,4,778,"5 Sen eenies al 7
"
28,3,795,"g , ee ACen eke er es ett Me) Pree Te eA eee Oe Lea =
"
28,2,829,"< ares public Long getId() { return id; } rz
"
28,1,853,"A ene _
"
28,62,878,"ees
"
28,27,892,"[eee Re ec eee
"
28,2,912,"ee reer eee See ee 301 LF UTF-B 4spaces# P master “
"
29,4,6,"Lad TR eee ee CULE
"
29,9,32,"Dea er ECE er) ae a eee eT mere Pa aka - 2 | (cc ae aera Cn ea + )
"
29,3,61,"bee Cee ran ere UPA
"
29,4,75,"a aa Re era
"
29,4,79,"a ee A ; i re Qr
"
29,0,90,"ee eons elt @ private String pin;
"
29,134,119,"Ce cc
"
29,3,121,"Fi oe | ti
"
29,0,154,"Fa ae Te) @Column(name = ""balance"") ind
"
29,2,179,"e eee i 2
"
29,0,182,"Fl Coenen i. NS eee Us
"
29,2,214,"u renee met a
"
29,178,238,"Recency , sd
"
29,790,246,"WP TES a Tae 11 a6) e eta atte CMa i ix Tel Ed
"
29,169,245,"Pare recies mete // jhipster-needle-entity-add-field - JHipster will add fields here, do not remov
"
29,161,271,"CORI! public Long getId() { return id; }
"
29,170,294,"Seen mre =i
"
29,170,317,"eee uence) ; F ; = ; I
"
29,168,331,"Preemie public void setId(Long id) { this.id = id; }
"
29,169,358,"ere mete ,
"
29,170,377,"Serena Mey . ,
"
29,178,390,"aT en te public String getCardNumber() { return cardNumber; }
"
29,170,418,"Ri en met
"
29,169,438,"CT ne Re escent : -
"
29,184,442,"eee public Card cardNumber(String cardNumber) {
"
29,207,477,"eet this.cardNumber = cardNumber; JPA
"
29,168,499,"See ne i ey
"
29,908,508,"4 ce
"
29,169,507,"eerste tc sae
"
29,170,532,"Secs 7 ih
"
29,170,549,"© WebConfigurer Ea
"
29,133,579,"er ; . . 7 ee
"
29,172,592,"eee ay a public void setCardNumber(String cardNumber) { this.cardNumber = cardNumber; } a
"
29,4,610,"A © card see
"
29,3,633,"e Oras : ; ; . _
"
29,2,651,"a Pere aT) public String getPin() { return pin; }
"
29,2,676,"“ Cut arg —
"
29,4,699,"5 ey , F ¥ - _
"
29,3,709,"é aan public Card pin(String pin) { a
"
29,2,738,"é cacy this.pin = pin; _
"
29,1,755,"* tet a geal i
"
29,4,768,"a Seem ota ad _
"
29,3,793,"2 ect + ails
"
29,2,814,"z car) —
"
29,2,833,"£ eas MS
"
29,1,853,"A pam necss public void setPin(String pin) { this.pin = pin; } Lo
"
29,62,878,"ees
"
29,27,892,"[ce Re Cee
"
29,2,912,"a ree een See ee 301 LF UTF-8 4spaces# P master “
"
15,4,6,"eco Dee eee ee Sue ai ae Te CCU)
"
15,9,32,"Dae CU a) ae eee B~ | | Mtestitsy | > eG G~ ct ZY AOH AG
"
15,3,61,"eotapcoe eon Pon JPA
"
15,1,75,"5 ~—emrjave ee .
"
15,6,99,"a ae (CLOCONMUT TNL atl eed ent NLU cL De LO) OL Ee] LD
"
15,134,119,"Ce cc
"
15,3,124,"A ern COE th
"
15,4,157,"z aL) ® private String createdBy; ut
"
15,0,168,"io ete
"
15,2,196,"é eee kd
"
15,2,214,"be ® AsyncConfiguration @CreatedDate
"
15,170,229,"Serene = it ‘i 7
"
15,169,243,"Pee aeeeeer ere (CLOONAUAL Cnt Me MCENROE he] ee LD
"
15,168,276,"Pree @JsonIgnore
"
15,182,297,"a a private Instant createdDate = Instant.now();
"
15,170,318,"eee uence)
"
15,168,337,"Peo er
"
15,169,358,"¢ Pea Mersey)
"
15,187,380,"Reece mec _
"
15,170,388,"eytermern tee @Column(name = ""“Last_modified_by"", length = 50)
"
15,170,418,"Ri en eto Rena
"
15,169,431,"Tr ne et ety , i. ses
"
15,169,448,"Serr een ete i | PAS MCL eee)
"
15,170,478,"Senet a
"
15,171,499,"cece) ,
"
15,189,501,"eee ate ch CLL bs
"
15,169,532,"Se cec (Clete AUT GT eA LO CCL feet
"
15,170,549,"Sire eieticg cea
"
15,745,566,"@JsonIgnore
"
15,133,579,"Se re
"
15,172,588,"Cites ie aniey ®@ private Instant lastModifiedDate = Instant.now(); ) jaa
"
15,4,611,"g © Card 7 ay 8
"
15,3,633,"g
"
15,4,638,"A reas i 7 |
"
15,2,644,"A Preece eec) 48 PPA AL AAP CL MRL LAAN: eS ""dastf"" i
"
15,2,672,"“ COCA arg er
"
15,3788,693,"Tabl
"
15,4,699,"5 ey A F az
"
15,3,709,"s een public String getCreatedBy() { return createdBy; } Mi
"
15,0,729,"cd ead _
"
15,1,749,"of ener 7 7 , A aia)
"
15,4,768,"2 Conse ea public void setCreatedBy(String createdBy) { this.createdBy = createdBy; } pall
"
15,3,796,"2 Coad
"
15,3,814,"3 PT) .
"
15,2,818,"Zs <i public Instant getCreatedDate() { return createdDate; }
"
15,2,840,"a eas
"
15,1,859,"A ene °
"
15,62,867,"ees os — — _ en ee si 5
"
15,27,892,"[eae Re ec Tee
"
15,2,912,"a ree ee See Fe tant Ce ey ae ee
"
1,4,6,"(oKoKe) Dae ee ea ue UL it ae VER CCU)
"
1,9,32,"De oe CU ee ae ee eee ae ie ed yO aa a ee a (cl ae aC) ae
"
1,3,61,"base Ce en ee UPA
"
1,2,75,"3 or ee ; 3 -
"
1,1,87,"3 ere it package com.banking.app.domain; a
"
1,134,119,"Oe EC
"
1,4,139,"1 pene ,
"
1,3,143,"A = import ... se
"
1,4,159,"2 Sere He
"
1,2,179,"é aor :
"
1,2,196,"é eae hd
"
1,636,208,"1 oad
"
1,2,205,"0 Ponece tcc /
"
1,170,235,"Cer eee iy * Base abstract class for entities which will hold definitions for created, last modified by and created,
"
1,177,249,"Xerces Met * lost modified by date
"
1,168,277,"© Constants
"
